periode_data,jenis,kode_trayek,trayek,jumlah_penumpang
201910,LAMPIRAN RINCIAN GRATIS GATE NON BRT,6C,HALTE TEBET,952
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,S31,BINTARO - BLOK M VIA JORR,15764
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,S12,BSD - MRT FATMAWATI,20531
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,B15,JATI BENING - BLOK M,4324
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,B16,JATI BENING - KUNINGAN,1339
201911,ANGKUTAN UMUM LAINNYA,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),488787
201911,ANGKUTAN UMUM LAINNYA,GR2,TANAH ABANG EXPLORER,234189
201911,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3377
201911,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3854
201911,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7105
201911,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9653
201911,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),12748
201911,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,28408
201911,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,762
201911,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,40921
201911,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,20126
201911,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,38445
201911,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,5983
201911,LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,20614
201911,LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,500
201911,LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,2353
201911,LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,37
201911,LAMPIRAN LAYANAN GRATIS BRT,VET,GRATIS VETERAN,0
201911,LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,8107
201911,LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,405165
201911,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,0
201911,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6534
201911,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,7093
201911,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B11,HALTE MM BARAT,1026
201911,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B12,HALTE SUMARECON BEKASI,536
201911,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B21,HALTE BULAK KAPAL,102
201911,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B22,HALTE BTC,300
201911,LAMPIRAN RINCIAN GRATIS GATE NON BRT,6C,HALTE TEBET,883
